NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	Details ...	196	-0.5738969	-2.0055542	0.0	0.010871371	0.0071	3977	tags=54%, list=22%, signal=68%	
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	Details ...	197	-0.6397989	-1.8378116	0.0015757337	0.055589195	0.0626	3632	tags=65%, list=20%, signal=81%	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Details ...	73	-0.53750193	-1.7813648	0.00759848	0.06719317	0.1053	2684	tags=42%, list=15%, signal=50%	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Details ...	200	-0.68272984	-1.7788463	0.0036072144	0.05133476	0.107	3615	tags=73%, list=20%, signal=91%	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Details ...	109	-0.57108486	-1.7329805	0.010621558	0.064976476	0.1552	4434	tags=58%, list=25%, signal=76%	
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	Details ...	196	-0.7055932	-1.7313946	0.007113219	0.055029918	0.1568	4563	tags=84%, list=26%, signal=112%	
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	Details ...	58	-0.6497224	-1.6326221	0.024583664	0.11376052	0.292	3565	tags=66%, list=20%, signal=82%	
HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	Details ...	198	-0.58646	-1.6258172	0.054837447	0.10451002	0.3006	3392	tags=53%, list=19%, signal=65%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	Details ...	153	-0.46198466	-1.606703	0.033905067	0.10589973	0.3287	3709	tags=43%, list=21%, signal=54%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	Details ...	196	-0.4766365	-1.5752066	0.054119546	0.119754165	0.3764	2743	tags=41%, list=15%, signal=48%	
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	Details ...	195	-0.51491064	-1.5575625	0.08790561	0.12247727	0.4036	4671	tags=59%, list=26%, signal=79%	
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	Details ...	149	-0.46214992	-1.4979202	0.082841404	0.16197816	0.4943	4349	tags=50%, list=24%, signal=65%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	Details ...	99	-0.38217205	-1.455557	0.05046878	0.18970983	0.5562	3952	tags=40%, list=22%, signal=52%	
