NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
BUCKANOVICH_T_LYMPHOCYTE_HOMING_ON_TUMOR_UP	BUCKANOVICH_T_LYMPHOCYTE_HOMING_ON_TUMOR_UP	Details ...	19	0.68622285	1.8806872	0.0011918951	1.0	0.68	3251	tags=63%, list=18%, signal=77%	
MCDOWELL_ACUTE_LUNG_INJURY_DN	MCDOWELL_ACUTE_LUNG_INJURY_DN	Details ...	46	0.55967975	1.8593333	0.0024057738	1.0	0.7494	2488	tags=41%, list=14%, signal=48%	
MIKKELSEN_IPS_LCP_WITH_H3K4ME3	MIKKELSEN_IPS_LCP_WITH_H3K4ME3	Details ...	157	0.46553388	1.8045828	0.0019762847	1.0	0.8903	3980	tags=44%, list=22%, signal=56%	
REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX	REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX	Details ...	37	0.59458154	1.7727866	0.008582834	1.0	0.9387	3318	tags=54%, list=19%, signal=66%	
REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS	REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS	Details ...	25	0.5618778	1.7460798	0.011452682	1.0	0.9658	3272	tags=48%, list=18%, signal=59%	
SMID_BREAST_CANCER_NORMAL_LIKE_UP	SMID_BREAST_CANCER_NORMAL_LIKE_UP	Details ...	454	0.6527268	1.7391057	0.041337024	1.0	0.9714	4507	tags=72%, list=25%, signal=94%	
PID_IL8_CXCR1_PATHWAY	PID_IL8_CXCR1_PATHWAY	Details ...	28	0.6371317	1.7295827	0.022333002	1.0	0.9789	1487	tags=50%, list=8%, signal=54%	
WP_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION	WP_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION	Details ...	52	0.50353223	1.711922	0.014573767	1.0	0.9874	3416	tags=44%, list=19%, signal=55%	
REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS	REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS	Details ...	37	0.5397631	1.7103605	0.019702453	1.0	0.9879	3497	tags=43%, list=20%, signal=54%	
WP_HEDGEHOG_SIGNALING_PATHWAY	WP_HEDGEHOG_SIGNALING_PATHWAY	Details ...	41	0.5222644	1.7102787	0.007724302	1.0	0.9879	1823	tags=32%, list=10%, signal=35%	
KONDO_PROSTATE_CANCER_WITH_H3K27ME3	KONDO_PROSTATE_CANCER_WITH_H3K27ME3	Details ...	141	0.4610429	1.708173	8.0096116E-4	1.0	0.9885	5247	tags=54%, list=29%, signal=76%	
REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION	REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION	Details ...	31	0.59727865	1.7058761	0.038469285	1.0	0.9892	3255	tags=65%, list=18%, signal=79%	
VILIMAS_NOTCH1_TARGETS_DN	VILIMAS_NOTCH1_TARGETS_DN	Details ...	26	0.687042	1.7000735	0.021128165	1.0	0.9905	2490	tags=62%, list=14%, signal=71%	
SAKAI_CHRONIC_HEPATITIS_VS_LIVER_CANCER_DN	SAKAI_CHRONIC_HEPATITIS_VS_LIVER_CANCER_DN	Details ...	32	0.4869518	1.6911625	0.007392607	1.0	0.9925	1885	tags=31%, list=11%, signal=35%	
WINTER_HYPOXIA_DN	WINTER_HYPOXIA_DN	Details ...	48	0.7168952	1.6814839	0.04939255	1.0	0.9944	3330	tags=69%, list=19%, signal=84%	
SABATES_COLORECTAL_ADENOMA_DN	SABATES_COLORECTAL_ADENOMA_DN	Details ...	260	0.477878	1.6675562	0.018958291	1.0	0.9966	5577	tags=57%, list=31%, signal=82%	
HOEBEKE_LYMPHOID_STEM_CELL_UP	HOEBEKE_LYMPHOID_STEM_CELL_UP	Details ...	92	0.4427526	1.657502	0.020908006	1.0	0.9979	5685	tags=57%, list=32%, signal=83%	
BIDUS_METASTASIS_DN	BIDUS_METASTASIS_DN	Details ...	146	0.43591338	1.6508188	0.022785813	1.0	0.998	3625	tags=40%, list=20%, signal=50%	
WP_ACE_INHIBITOR_PATHWAY	WP_ACE_INHIBITOR_PATHWAY	Details ...	15	0.5776504	1.6501424	0.0154	1.0	0.998	4349	tags=67%, list=24%, signal=88%	
RAMALHO_STEMNESS_DN	RAMALHO_STEMNESS_DN	Details ...	73	0.51262796	1.6461954	0.05180723	1.0	0.9983	4266	tags=53%, list=24%, signal=70%	
ODONNELL_METASTASIS_UP	ODONNELL_METASTASIS_UP		69	0.49082577	1.6393325	0.013880626	1.0	0.9991	2974	tags=38%, list=17%, signal=45%	
SENGUPTA_EBNA1_ANTICORRELATED	SENGUPTA_EBNA1_ANTICORRELATED		141	0.4525979	1.639215	0.03654942	1.0	0.9991	5173	tags=55%, list=29%, signal=77%	
ZHAN_MULTIPLE_MYELOMA_PR_DN	ZHAN_MULTIPLE_MYELOMA_PR_DN		48	0.5451217	1.6368855	0.036524184	1.0	0.9991	4535	tags=58%, list=25%, signal=78%	
BEIER_GLIOMA_STEM_CELL_DN	BEIER_GLIOMA_STEM_CELL_DN		66	0.4652589	1.6368744	0.028871391	1.0	0.9991	4993	tags=53%, list=28%, signal=73%	
LEE_DIFFERENTIATING_T_LYMPHOCYTE	LEE_DIFFERENTIATING_T_LYMPHOCYTE		188	0.56158984	1.635288	0.10100402	1.0	0.9992	4131	tags=55%, list=23%, signal=71%	
