ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0140375,immune receptor activity,15/215,125/15690,1.6606118931638552e-10,6.725478167313613e-8,5.7334810627131e-8,CD4/CD74/FCGR2B/IL2RB/CXCR4/IL2RG/FCER1G/CCR5/CCR1/C3AR1/HLA-DOA/HLA-DRA/HLA-DPA1/HLA-DQA1/IL10RB,15
GO:0003823,antigen binding,10/215,55/15690,3.2344347243922504e-9,6.549730316894307e-7,5.583655734740306e-7,LAG3/CD48/LILRB4/PSAP/HLA-DRA/HLA-E/HLA-A/HLA-DPB1/HLA-DPA1/HLA-DQA1,10
GO:0019865,immunoglobulin binding,6/215,22/15690,3.8357434266466957e-7,5.1782536259730394e-5,4.4144696278600575e-5,CD4/FCGR2B/LGALS3/FCGR2A/FCER1G/FCGR3A,6
GO:0042605,peptide antigen binding,6/215,23/15690,5.130439926373636e-7,5.1945704254533066e-5,4.428379725922507e-5,HLA-DRA/HLA-E/HLA-A/HLA-DPB1/HLA-DPA1/HLA-DQA1,6
GO:0001540,amyloid-beta binding,9/215,75/15690,8.269187485504488e-7,5.509825912058347e-5,4.6971355403642315e-5,MARCO/CD74/MSR1/FCGR2B/CST3/APOE/TLR4/ITGB2/C1QA,9
GO:0023023,MHC protein complex binding,6/215,25/15690,8.797007585668444e-7,5.509825912058347e-5,4.6971355403642315e-5,CD74/CD8A/HLA-DOA/HLA-DMA/HLA-DRA/HLA-DMB,6
GO:0042277,peptide binding,16/215,269/15690,9.523155897384797e-7,5.509825912058347e-5,4.6971355403642315e-5,MARCO/CD74/MSR1/FCGR2B/CST3/APOE/TLR4/ITGB2/CD14/C1QA/HLA-DRA/HLA-E/HLA-A/HLA-DPB1/HLA-DPA1/HLA-DQA1,16
GO:0023026,MHC class II protein complex binding,5/215,16/15690,1.7814258751519405e-6,9.018468492956699e-5,7.688259040129429e-5,CD74/HLA-DOA/HLA-DMA/HLA-DRA/HLA-DMB,5
GO:0042287,MHC protein binding,6/215,32/15690,4.154903756420395e-6,1.7378177751184762e-4,1.4814924762543476e-4,CD4/CD74/LAG3/CD8A/CD8B/HLA-E,6
GO:0033218,amide binding,17/215,338/15690,4.290908086712287e-6,1.7378177751184762e-4,1.4814924762543476e-4,MARCO/CD74/MSR1/FCGR2B/CST3/APOE/TLR4/ITGB2/CD14/C1QA/PSAP/HLA-DRA/HLA-E/HLA-A/HLA-DPB1/HLA-DPA1/HLA-DQA1,17
GO:0043394,proteoglycan binding,6/215,35/15690,7.191396049149313e-6,2.647741272641338e-4,2.257203736000933e-4,PTPRC/ADA2/APOE/CTSL/CTSS/CTSB,6
GO:0004896,cytokine receptor activity,8/215,96/15690,5.146788079493389e-5,0.0017370409768290187,0.0014808302544507296,CD4/CD74/IL2RB/CXCR4/IL2RG/CCR5/CCR1/IL10RB,8
GO:0048020,CCR chemokine receptor binding,5/215,31/15690,5.861110660609064e-5,0.0018259613981128238,0.0015566350580403022,CCL8/CCL5/CCL4/CCL18/CCL4L2,5
GO:0005125,cytokine activity,10/215,174/15690,1.4473054003695727e-4,0.004186847765354835,0.003569294521212179,GRN/TNFSF8/CCL8/FASLG/TNFSF13/CSF1/CCL5/CCL4/CCL18/CCL4L2,10
GO:0008009,chemokine activity,5/215,39/15690,1.8169347043084206e-4,0.004905723701632736,0.004182137424653769,CCL8/CCL5/CCL4/CCL18/CCL4L2,5
GO:0038187,pattern recognition receptor activity,4/215,22/15690,2.0661928639589778e-4,0.005230050686896162,0.004458626706437794,MARCO/TLR8/TLR4/CD14,4
GO:0008198,ferrous iron binding,4/215,23/15690,2.474463949311766e-4,0.00589504646747803,0.005025536689623896,FTL/ACP5/ISCU/FTH1,4
GO:0019955,cytokine binding,8/215,125/15690,3.254405178611029e-4,0.007322411651874815,0.0062423678279790494,CD4/CD74/TNFRSF1B/IL2RB/CXCR4/IL2RG/CCR5/CCR1,8
GO:0015026,coreceptor activity,5/215,46/15690,4.002299030743099e-4,0.008531216355005025,0.007272875801017931,CD4/CXCR4/CD8A/CCR5/CD8B,5
GO:0016004,phospholipase activator activity,3/215,12/15690,5.095081661034751e-4,0.009826228917709878,0.008376876114382951,CCL8/GM2A/CCL5,3
GO:0060229,lipase activator activity,3/215,12/15690,5.095081661034751e-4,0.009826228917709878,0.008376876114382951,CCL8/GM2A/CCL5,3
GO:0042379,chemokine receptor binding,5/215,50/15690,5.918047438831062e-4,0.010894587330575365,0.00928765339682578,CCL8/CCL5/CCL4/CCL18/CCL4L2,5
GO:0005126,cytokine receptor binding,10/215,210/15690,6.491692644940924e-4,0.011431024005222064,0.009744966533366697,TNFSF8/CCL8/FASLG/TMBIM1/TNFSF13/CSF1/CCL5/CCL4/CCL18/CCL4L2,10
GO:0050664,"oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor",3/215,15/15690,0.0010222381079335987,0.017250268071379478,0.014705881552728966,CYBA/NCF4/CYBB,3
GO:0004197,cysteine-type endopeptidase activity,6/215,96/15690,0.0020554690933097483,0.03329859931161792,0.028387110004446207,LGMN/CTSZ/CTSC/CTSL/CTSS/CTSB,6
GO:0042288,MHC class I protein binding,3/215,21/15690,0.0028125162834122426,0.043810349799306085,0.037348394370818445,CD8A/CD8B/HLA-E,3
