gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,20180323_expression_mean_tpm,20180228_expression_mean_tpm
ENSG00000002919,465.81597557259784,0.52339564785064,0.14976017889287319,3.494891978094101,4.7425365527072614e-4,0.03405790512092238,SNX11,11.551851124999999,7.524904185185186
ENSG00000005022,1491.761009768165,-0.9804026418378123,0.29429962173264534,-3.3313078558029985,8.643895035208975e-4,0.046075086433417387,SLC25A5,14.441007125,28.749207592592594
ENSG00000006638,476.9147746886804,0.5383095973556987,0.13335666488298373,4.0366156264334325,5.4227805263147465e-5,0.011992588312977552,TBXA2R,6.48480875,3.8725146296296296
ENSG00000007376,250.43249142213605,-0.9400809147270048,0.24049307017126023,-3.9089729864463587,9.268932671659252e-5,0.01456486321961396,RPUSD1,1.1973005,2.084874888888889
ENSG00000007520,372.96325858225833,-0.7403402358450215,0.22385249601880933,-3.3072681744089825,9.421065420969989e-4,0.04786358568894269,TSR3,2.70707775,4.849765111111111
ENSG00000008405,357.39290814825563,-0.8340223758702304,0.2541741438807884,-3.281302980453432,0.0010332868434652193,0.04978803376912158,CRY1,2.397015125,3.951052925925926
ENSG00000013293,396.23016783403466,0.6364509787626188,0.17754144683736642,3.584802253783749,3.3733369702358446e-4,0.02893653850165362,SLC7A14,7.243988625,3.601298111111111
ENSG00000015676,1340.4699674620763,-0.43010036114450545,0.11284805298474859,-3.811322834277287,1.3822510530389265e-4,0.0178111425463175,NUDCD3,9.113093124999999,10.79578574074074
ENSG00000020129,481.2496329725533,-0.804733279060717,0.22550120927801787,-3.568642854010466,3.588351825599543e-4,0.02990379200314546,NCDN,2.026992875,2.674834148148148
ENSG00000029363,1783.5459833053778,0.7169424588316632,0.1960458108283274,3.6570149385108386,2.551695148433565e-4,0.024833982878112136,BCLAF1,34.485740875,21.339585
ENSG00000035928,782.0331360056501,0.46547853883429136,0.1410020184906747,3.3012189741459355,9.626571870410435e-4,0.04801711464627891,RFC1,14.953857249999999,10.162425148148149
ENSG00000041988,204.4638110752502,-0.7368146060208672,0.18880667172233415,-3.9024818312800575,9.521138705621822e-5,0.014722277113083779,THAP3,2.079649,3.071707037037037
ENSG00000048991,792.6013508866295,0.488090608326124,0.12995019496056187,3.7559821166428637,1.7266302338635843e-4,0.019986805337352313,R3HDM1,16.38792375,10.809443740740742
ENSG00000049249,425.6594607821496,0.6630525517803835,0.15976156398613522,4.150263275076138,3.320930714848312e-5,0.009259952545713926,TNFRSF9,2.2658602500000002,1.3722064444444444
ENSG00000049618,3500.230859332714,0.4038991397764464,0.12041863579063664,3.354124858868832,7.96164283837274e-4,0.04474948527122875,ARID1B,43.67925237499999,26.66034222222222
ENSG00000050130,560.5281286229865,0.4304780970718851,0.11728825709019951,3.6702574302969624,2.4230631667380076e-4,0.02424345964885104,JKAMP,25.33696775,16.675751925925926
ENSG00000052749,1379.6143889325251,0.5469485268270196,0.1456023187740377,3.7564547833598496,1.723373919914509e-4,0.019986805337352313,RRP12,26.538846875,15.607635370370371
ENSG00000053371,396.5085445947213,-0.7295835441328454,0.2205265936319162,-3.308369898238227,9.384077470218244e-4,0.04786358568894269,AKR7A2,3.165812875,4.848438703703704
ENSG00000054983,642.5849965383783,0.5781078786907414,0.12936803248851989,4.468707358149261,7.869370396901065e-6,0.0038242891737397203,GALC,24.7046045,15.10298537037037
ENSG00000056586,1128.5385545621205,0.4011650753648485,0.11952003130034457,3.3564672883723716,7.89450591718706e-4,0.044744124839738435,RC3H2,8.689784625,6.568357703703704
ENSG00000060339,1491.9290843089177,0.5838724928075598,0.1434327005993853,4.070706961297096,4.6870679135396774e-5,0.011228498329774137,CCAR1,20.984829875,12.768668222222223
ENSG00000063660,1083.6202428981237,-1.1639697409456276,0.33698992632119934,-3.4540193935536188,5.522976572387922e-4,0.03698437343297093,GPC1,3.7600085,5.923142814814815
ENSG00000064012,1039.7276564033225,0.5494410526504924,0.12416752822111991,4.4249979082456825,9.644321770179907e-6,0.00431684918392079,CASP8,18.267885,12.247988148148147
