gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,20180323_expression_mean_tpm,20180228_expression_mean_tpm
ENSG00000007376,255.52462372546736,-0.9109402809729991,0.25123570150662655,-3.6258393035313583,2.8802443340326586e-4,0.04019614559836633,RPUSD1,1.1973005,2.084874888888889
ENSG00000014257,53.653316722812725,1.5194269549145303,0.42679988809034436,3.560045345168648,3.7079076161744594e-4,0.04648850539526853,ACPP,0.84962225,0.5447144444444445
ENSG00000041988,205.49831198195432,-0.7502663282106949,0.20600639787687847,-3.641956443795004,2.7057386077442144e-4,0.03881359102820874,THAP3,2.079649,3.071707037037037
ENSG00000049249,421.9469549380372,0.6650919179264306,0.17262410636990871,3.852833372537402,1.1675884945690444e-4,0.025667234347493788,TNFRSF9,2.2658602500000002,1.3722064444444444
ENSG00000052749,1359.839485845055,0.5899217719757512,0.1646702006365995,3.58244399833831,3.4039460453182607e-4,0.04466557729387768,RRP12,26.538846875,15.607635370370371
ENSG00000054983,631.1827388181346,0.6177552111996725,0.14429194411104349,4.281286907634036,1.8581560365887343e-5,0.00973555985337927,GALC,24.7046045,15.10298537037037
ENSG00000060339,1485.6155305180234,0.6647797006452119,0.15738447856358484,4.223921613570264,2.400875845629189e-5,0.010420416779221868,CCAR1,20.984829875,12.768668222222223
ENSG00000063660,1020.817807556077,-1.3504365769471363,0.36823621938571266,-3.667310562768428,2.4511502070928223e-4,0.03732569121056952,GPC1,3.7600085,5.923142814814815
ENSG00000064012,1026.2373481775041,0.5845254682863996,0.13689406115677105,4.2699110782972625,1.955509157056154e-5,0.00973555985337927,CASP8,18.267885,12.247988148148147
ENSG00000066032,174.32583379493263,6.206589191543806,1.0293051979859862,6.029882296998084,1.6407913640727935e-9,4.628945903276695e-6,CTNNA2,3.389444375,0.023559703703703704
ENSG00000066427,1160.0140021164648,0.7544087077165492,0.17941422782450187,4.204843266134342,2.6126314218202524e-5,0.01052952668503605,ATXN3,30.252507124999998,15.830636074074075
ENSG00000068885,383.93752372410154,0.6154657357314063,0.1709657718209126,3.5999354091537654,3.1829623603291015e-4,0.0427603205343577,IFT80,15.226549125,8.551020407407407
ENSG00000070476,1005.7329364044873,-0.6082965588067051,0.17373696818879966,-3.501249993873902,4.6308122807654453e-4,0.049985994873458325,ZXDC,4.158408625,5.057368740740741
ENSG00000073169,399.07243452072413,-0.6838472136381661,0.19074004321242308,-3.5852315125910934,3.3677931667081706e-4,0.044536433541304064,SELENOO,2.0452918749999998,2.801188296296296
ENSG00000083312,1299.3831119407625,0.8863304207724763,0.209246093913057,4.2358277958619945,2.277112448054785e-5,0.010420416779221868,TNPO1,23.562361250000002,13.363721851851851
ENSG00000083838,245.741215279639,-0.7938762469235953,0.21389774903495307,-3.711475462015581,2.0605464561284043e-4,0.03419497045380931,ZNF446,1.153972375,1.5190057037037037
ENSG00000084463,718.0625524381218,1.1010288583895573,0.2219153325200009,4.9614816871219265,6.995746689868632e-7,9.109000324569719e-4,WBP11,8.573826875,4.783939148148148
ENSG00000087299,821.983110893005,0.6110248178465754,0.15146595876425606,4.034073549143698,5.4818147202313526e-5,0.016332078539551778,L2HGDH,5.538843875,3.207183185185185
ENSG00000089048,270.59525816753876,0.8532018397238817,0.2067654411479577,4.12642381138222,3.6844799146415134e-5,0.012993164898986853,ESF1,3.907487875,2.2833722962962963
ENSG00000092330,1023.6426228255204,0.5921014157505107,0.14070535137425805,4.208094503638297,2.5753316607975974e-5,0.01052952668503605,TINF2,29.778906125,18.727050703703704
ENSG00000096746,879.6031242438497,0.8117564258411684,0.19119215276239446,4.2457622559958565,2.178515307252951e-5,0.010420416779221868,HNRNPH3,20.972717,12.020639851851852
ENSG00000100650,2655.6772440400946,0.9371476491003214,0.2194725007657953,4.27000032273007,1.9547268460894954e-5,0.00973555985337927,SRSF5,87.155952,40.95968911111111
ENSG00000100739,26.997634768342685,0.893990348206484,0.2545138702576261,3.512540779414347,4.438438864478798e-4,0.049427272801995145,BDKRB1,1.1037917499999998,0.5794362592592592
ENSG00000100836,1801.443955845404,0.6444516910283258,0.17505945312657442,3.6813304252833663,2.3202008156945236e-4,0.036549981856332535,PABPN1,26.826960749999998,14.163876333333334
ENSG00000101298,631.5524110343376,3.3564040944822984,0.8544623016454257,3.9280891480161495,8.562347366171508e-5,0.019854089570847278,SNPH,4.879848625,1.2177601851851851
ENSG00000101337,1138.12966272412,-0.7000160164421474,0.1763417483690909,-3.9696556426160847,7.197657843199828e-5,0.018055923363250292,TM9SF4,3.899633875,5.659118592592592
ENSG00000101407,530.4116904473459,-0.7671059609599898,0.20265425841719378,-3.7852940616761614,1.5352692799524398e-4,0.029292437849675047,TTI1,2.0398225,2.904559037037037
ENSG00000102225,1100.532509903977,-0.6720482916694617,0.16342746376813344,-4.112211473972001,3.918870760481652e-5,0.013024947369643596,CDK16,5.270506375,7.73105574074074
ENSG00000103148,744.7951831070814,-0.6608756633296267,0.18877110618491807,-3.500936539950347,4.636262299954485e-4,0.049985994873458325,NPRL3,4.942201625,6.156735333333334
ENSG00000106009,743.6131150607791,-0.9316075411678902,0.23366591834314426,-3.9869209329869033,6.693631993241415e-5,0.0177036107421246,BRAT1,1.86142925,3.3960525555555554
ENSG00000106560,504.369272560049,0.5624618769945667,0.15519054251533926,3.6243308894868527,2.8971050765054014e-4,0.04019614559836633,GIMAP2,25.359302375,14.818768666666667
ENSG00000108474,1045.242133846249,-0.6025912725434333,0.15180979562710695,-3.9693833329674506,7.205887762670989e-5,0.018055923363250292,PIGL,27.73973975,29.537567925925927
ENSG00000108861,1266.8681133852908,0.5896740277615348,0.143407059322459,4.111889822910453,3.924335770377642e-5,0.013024947369643596,DUSP3,27.0336095,16.361347037037035
ENSG00000109193,20.737996058577945,5.074633049308592,1.1699182526447562,4.337596270369069,1.4404944537342186e-5,0.008408017109779007,SULT1E1,1.675362,0.07939181481481482
ENSG00000109667,161.40294208328334,-1.00939363579435,0.27159166366279636,-3.716585487865328,2.019333354032668e-4,0.03384282740961482,SLC2A9,2.01827025,2.890258296296296
ENSG00000111224,261.97632175500587,0.9275615877334886,0.21137759127525493,4.388173704400019,1.143064666719668e-5,0.0069102341477013645,PARP11,4.316281375,2.483102
ENSG00000111325,179.29240315526843,-1.1876049667871584,0.25796283950810756,-4.603783122606824,4.148845182088316e-6,0.003511375119860446,OGFOD2,0.961391625,1.9283663703703704
ENSG00000111605,1281.664882574397,0.540753352405255,0.12777044387211667,4.2322256698621645,2.313900617206311e-5,0.010420416779221868,CPSF6,13.90637225,9.404514148148149
ENSG00000113593,370.8250310726047,0.7695769523906447,0.17369487545101261,4.430625546046633,9.396012458892173e-6,0.0063618521156667135,PPWD1,16.083911375,8.155169444444445
ENSG00000113905,82.28475053377728,0.9445495148884883,0.2638342265900573,3.5800871141564166,3.434796785685939e-4,0.04472369630100453,HRG,2.443199375,1.0945188888888888
ENSG00000114127,1275.7899186591421,0.6518610129401827,0.17897853065581312,3.642118473940051,2.7040356650923726e-4,0.03881359102820874,XRN1,16.578139125,10.447910703703704
ENSG00000115461,12194.210045310425,-1.926693789511991,0.47163810263396877,-4.085110551399341,4.405583581365323e-5,0.014341021784955927,IGFBP5,16.048816375,29.777050925925927
ENSG00000115762,1537.238596531446,0.5941260569453708,0.15932331035539318,3.7290592043316737,1.9219599588533455e-4,0.03286163254900058,PLEKHB2,15.379532000000001,10.908358
ENSG00000115919,3020.359374512667,2.4889790634277165,0.6886907419194086,3.614073650083973,3.0142337683943064e-4,0.041481247965536934,KYNU,22.5404515,9.335537777777779
ENSG00000117419,555.0623697861474,-0.7709257750494656,0.19373659905803356,-3.9792469713919965,6.913389498320752e-5,0.018003529852011594,ERI3,6.11713625,8.818957962962964
ENSG00000118894,149.55071200127668,-0.8538592061119952,0.19338272412728091,-4.4153851382815406,1.0083030824842082e-5,0.0064580412291231236,EEF2KMT,1.566175875,2.2868197407407407
ENSG00000119689,1343.9164838947347,0.48125144445736506,0.13153739039733772,3.6586665054220617,2.535309996855291e-4,0.03764490554102588,DLST,34.553067625,23.552326185185187
ENSG00000119723,940.32230506996,0.40635651543774587,0.11513692913239394,3.5293325825155857,4.166092075773714e-4,0.0473615495100348,COQ6,20.716951625,13.081612851851851
ENSG00000121446,23.40900178379672,4.7445232986844035,1.0363091903394728,4.578289320323599,4.687939974731263e-6,0.00377870285487029,RGSL1,0.49876875000000004,0.08434974074074074
ENSG00000121851,240.16243638074067,0.7539945852543223,0.21327575509165136,3.535303789829776,4.0730660479310407e-4,0.0473615495100348,POLR3GL,4.97889425,3.4989387777777776
ENSG00000121900,227.49431363323194,-1.310747025600993,0.3548353923591128,-3.693957969881554,2.2079031173715508e-4,0.03578336159206312,TMEM54,2.104490125,4.547813259259259
ENSG00000122566,5574.297609976651,0.8379550473382951,0.20334474166702063,4.120859189515981,3.7746208309852766e-5,0.013024947369643596,HNRNPA2B1,94.104537,50.89117366666667
ENSG00000124102,28.309665746428433,5.314405752305519,1.4032891442072508,3.7871067229752886,1.5241164838721832e-4,0.029292437849675047,PI3,2.82715425,0.9887071111111111
ENSG00000124208,24.68250577108158,-23.875591721634102,3.316533109723898,-7.19896076165564,6.067320635538655e-13,3.4233845465920937e-9,TMEM189-UBE2V1,0.00305325,0.135246
ENSG00000124608,644.7056678316068,-0.6045533773182126,0.14573437652748733,-4.148323763571227,3.349185262942161e-5,0.012062055094855736,AARS2,2.0010197499999998,2.259759407407407
ENSG00000124935,626.7654630715724,-5.614863538160952,1.4836461101592562,-3.784503258366813,1.540158899167649e-4,0.029292437849675047,SCGB1D2,2.285048,62.075299888888885
ENSG00000125952,846.4359346643932,0.827362241834971,0.22567374613786034,3.6661873877413687,2.461935518677881e-4,0.03732569121056952,MAX,21.35683625,13.239692481481482
ENSG00000125954,5.9106996373821055,6.7965206765057316,1.7686668794447307,3.8427364448863797,1.216701039232572e-4,0.025862588196444807,CHURC1-FNTB,0.12147187499999999,0.050664
ENSG00000125966,206.69702090171504,-0.81439613365732,0.22575053196019942,-3.607504826614986,3.091557888565301e-4,0.041881805494362316,MMP24,0.5006010000000001,0.5908881481481482
ENSG00000125970,1594.619256501145,-0.9670082983851855,0.20217616970936364,-4.782998410620296,1.7269949172475126e-6,0.0019366845731212201,RALY,9.12293825,16.644718037037038
ENSG00000126262,94.31940341724467,1.5165682070831645,0.375012842404848,4.044043391575219,5.2537189350179906e-5,0.016169036438736278,FFAR2,2.3910913750000002,1.0529108148148147
ENSG00000126903,240.72952019929252,-0.9848071555305555,0.24268496016628774,-4.057965334381519,4.950211349948287e-5,0.01580985424916503,SLC10A3,0.901058625,1.9311468148148148
ENSG00000127580,293.45713331416147,-1.218162437210094,0.25353784317869066,-4.804657253282488,1.550168251570985e-6,0.0018742641424530047,WDR24,1.022359375,1.7433855555555555
ENSG00000129167,376.44121102387834,0.7182774452891748,0.17112976537415805,4.19726775011193,2.701544718660774e-5,0.01063466219831882,TPH1,3.925601125,1.8544682222222222
ENSG00000130731,439.01080422454555,-0.9498330454038361,0.2671782817082157,-3.555053349886967,3.779024027329947e-4,0.04648850539526853,METTL26,4.247323874999999,7.400261925925927
ENSG00000133226,1774.6557896881488,0.5484011414401063,0.15662720844179387,3.5013146623493854,4.6296886349251275e-4,0.049985994873458325,SRRM1,33.096514,19.900689777777778
ENSG00000134453,807.6654938650444,0.5492015078744925,0.1499278520880444,3.6631052884822,2.491760564065904e-4,0.03732569121056952,RBM17,19.713702625,12.101738703703704
ENSG00000134461,256.65678578696446,-0.6633797212366,0.1734099874918774,-3.8254989278957945,1.305075024473928e-4,0.026665844336097262,ANKRD16,1.6514575,1.8697612222222222
ENSG00000135222,568.1171772803774,-27.86585531560569,3.322267891503299,-8.387600345797708,4.9616562120499765e-17,4.1992977350684976e-13,CSN2,0,26.035621703703704
ENSG00000136270,785.1574625401529,-0.7137975378876265,0.20362798090594111,-3.5054000668863896,4.559216230928667e-4,0.049985994873458325,TBRG4,6.785373,9.45953937037037
ENSG00000136938,1055.5934542907173,0.8352083786081475,0.18666401745664765,4.474394101166943,7.662829278015324e-6,0.005404529632873557,ANP32B,18.571362,12.631080518518518
ENSG00000137860,233.09061674947034,0.6498265264301025,0.1833118459820273,3.5449238042903914,3.927265962168488e-4,0.046511510929220824,SLC28A2,3.2893707500000002,1.6541306296296296
ENSG00000138073,958.7242828579215,-0.8410716597795628,0.21034423328209167,-3.998548696372415,6.373206983547903e-5,0.017399883001696023,PREB,4.4875705,7.44224262962963
ENSG00000138398,791.5980099407428,0.6154887464810752,0.1556412021804012,3.954536060237264,7.668330610129544e-5,0.01881185974458881,PPIG,13.401288000000001,8.635104185185186
ENSG00000140299,719.7599819106599,0.660566563131551,0.18786676564341434,3.516143799405998,4.3786376077823005e-4,0.049084237607239074,BNIP2,16.592498125,11.384197333333333
ENSG00000140854,234.34024089968904,-0.8656366369941334,0.2305502330892987,-3.754655223700631,1.7358024680627518e-4,0.03125737061372149,KATNB1,1.0029261250000001,1.6080574814814814
ENSG00000141446,602.8697640480414,-0.536805806176868,0.13607367527219166,-3.944964410662691,7.98118314519293e-5,0.01923670672000284,ESCO1,12.393326125,13.258698407407408
ENSG00000143641,1142.6662504416347,-0.6651536048763786,0.16906521347217832,-3.9343019845169835,8.343882408678973e-5,0.019616235768292915,GALNT2,4.4082813750000005,5.758726962962963
ENSG00000143816,106.22176146942496,-1.5518071864462413,0.41106691790640443,-3.775071938042874,1.5996149393430356e-4,0.029754595690395125,WNT9A,0.34560087500000003,0.48827122222222225
ENSG00000144182,254.44615476536708,0.6431443861114073,0.16837165373443552,3.819790159724914,1.3356525450832212e-4,0.026665844336097262,LIPT1,21.947376249999998,11.681445925925926
ENSG00000145216,559.1685616516241,0.8826792427571892,0.1724540545068597,5.118344391967189,3.0822939084672067e-7,5.217398898862441e-4,FIP1L1,11.8773735,6.493505407407408
ENSG00000150361,199.5943246243365,-17.705112572277447,3.4421216149002016,-5.143662703733603,2.6943309508810673e-7,5.067437778395981e-4,KLHL1,6.00125e-4,0.918460037037037
ENSG00000153914,1278.1605166631907,0.6935530647491884,0.19703471366967792,3.5199536763451076,4.3162217528818804e-4,0.048707123740687724,SREK1,26.467711,13.765179592592592
ENSG00000154370,939.05784639567,-0.6817311262204554,0.18252727478352015,-3.734954828142796,1.8774888425599593e-4,0.03280959857006641,TRIM11,3.596046375,4.324561518518519
ENSG00000157911,232.5715174522755,-0.8429080322888656,0.2256507969820986,-3.7354533800105982,1.8737729212056173e-4,0.03280959857006641,PEX10,1.406546,2.211849037037037
ENSG00000157954,1061.070880363909,-0.4652338387469485,0.11123951481230027,-4.1822713766053345,2.8861118281918192e-5,0.01085626998128954,WIPI2,6.979520249999999,8.311835592592592
